time,code,name,price,qty
11/15 14:51:14,248070,a,26700,
11/15 14:51:14,248070,a,26700,9.0
11/15 14:51:14,248070,a,26700,
11/15 14:51:14,248070,a,26700,12.0
11/15 14:51:14,1450,a,29850,
11/15 14:51:14,1450,a,29850,0.0
11/15 14:51:14,248070,a,-26500,3.0
11/15 14:51:14,248070,a,26700,3.0
11/15 14:51:14,1450,a,-29700,3.0
11/15 14:51:14,1450,a,29850,3.0
11/15 14:51:14,336370,a,-23400,4.0
11/15 14:51:15,336370,a,23550,4.0
11/15 14:51:15,1450,a,-29700,3.0
11/15 14:51:15,1450,a,29850,3.0
11/15 14:51:15,336370,a,-23400,4.0
11/15 14:51:15,336370,a,23550,4.0
11/15 14:51:15,1450,a,29850,
11/15 14:53:10,1450,a,-29700,3.0
11/15 14:53:10,1450,a,29850,3.0
11/15 14:53:10,1450,a,29850,
11/15 14:53:10,1450,a,29850,
11/15 14:53:10,1450,a,29850,0.0
11/15 14:53:10,1450,a,29850,
11/15 14:53:10,1450,a,29850,3.0
11/15 14:53:10,1450,a,-29700,3.0
11/15 14:53:10,1450,a,29850,3.0
11/15 14:53:11,248070,a,-26500,3.0
11/15 14:53:11,248070,a,26700,3.0
11/15 14:53:11,1450,a,-29700,3.0
11/15 14:53:11,1450,a,29850,3.0
11/15 14:53:11,1450,a,29850,
11/15 14:53:11,1450,a,29850,
11/15 14:53:11,1450,a,29850,0.0
11/15 14:53:11,248070,a,-26500,3.0
11/15 14:53:11,248070,a,26700,3.0
11/15 14:53:11,1450,a,29850,
11/15 14:53:12,1450,a,29850,3.0
11/15 14:53:12,1450,a,-29700,3.0
11/15 14:53:12,1450,a,29850,3.0
11/15 14:53:12,248070,a,-26500,3.0
11/15 14:53:12,248070,a,26700,3.0
11/15 14:53:12,1450,a,-29700,3.0
11/15 14:53:12,1450,a,29850,3.0
11/15 14:53:12,248070,a,-26500,3.0
11/15 14:53:12,248070,a,26700,3.0
11/15 14:53:12,1450,a,29850,
11/15 14:53:12,1450,a,29850,
11/15 14:53:12,1450,a,29850,
11/15 14:53:12,1450,a,29850,6.0
11/15 14:53:12,1450,a,29850,3.0
11/15 14:53:12,1450,a,-29700,3.0
11/15 14:53:12,1450,a,29850,3.0
11/15 14:53:13,1450,a,-29700,3.0
11/15 14:53:13,1450,a,29850,3.0
11/15 14:53:13,1450,a,-29700,3.0
11/15 14:53:13,1450,a,29850,3.0
11/15 14:53:13,1450,a,-29700,3.0
11/15 14:53:13,1450,a,29850,3.0
11/15 14:53:13,248070,a,-26500,3.0
11/15 14:53:13,248070,a,26700,3.0
11/15 14:53:13,1450,a,-29700,3.0
11/15 14:53:13,1450,a,29850,3.0
11/15 14:53:13,1450,a,29850,
11/15 14:53:13,1450,a,29850,0.0
11/15 14:53:14,105630,a,-22200,4.0
11/15 14:53:14,105630,a,22350,4.0
11/15 14:53:14,1450,a,-29700,3.0
11/15 14:53:14,1450,a,29850,3.0
11/15 14:53:15,105630,a,22350,
11/15 14:53:15,105630,a,22350,
11/15 14:53:15,105630,a,22350,0.0
11/15 14:53:15,1450,a,29850,
11/15 14:53:15,1450,a,-29700,3.0
11/15 14:53:15,1450,a,29850,3.0
11/15 14:53:15,105630,a,-22200,4.0
11/15 14:53:15,105630,a,22350,4.0
11/15 14:53:15,105630,a,-22200,4.0
11/15 14:53:15,105630,a,22350,4.0
11/15 14:53:15,1450,a,-29700,3.0
11/15 14:53:15,1450,a,29850,3.0
11/15 14:53:15,105630,a,-22200,4.0
11/15 14:53:15,105630,a,22350,4.0
11/15 14:53:15,1450,a,29850,
11/15 14:53:15,1450,a,29850,3.0
11/15 14:53:15,1450,a,-29700,3.0
11/15 14:53:15,1450,a,29850,3.0
11/15 14:53:16,1450,a,29850,
11/15 14:53:16,1450,a,29850,0.0
11/15 14:53:16,1450,a,29850,
11/15 14:53:16,1450,a,-29700,3.0
11/15 14:53:16,1450,a,29850,3.0
11/15 14:53:16,105630,a,-22200,4.0
11/15 14:53:16,105630,a,22350,4.0
11/15 14:53:16,248070,a,-26500,3.0
11/15 14:53:16,248070,a,26700,3.0
11/15 14:53:16,248070,a,-26500,3.0
11/15 14:53:16,248070,a,26700,3.0
11/15 14:53:16,1450,a,29850,
11/15 14:53:16,1450,a,29850,3.0
11/15 14:53:16,1450,a,-29700,3.0
11/15 14:53:16,1450,a,29850,3.0
11/15 14:53:17,1450,a,-29750,3.0
11/15 14:53:17,1450,a,29900,3.0
11/15 14:53:17,248070,a,-26500,3.0
11/15 14:53:17,248070,a,26700,3.0
11/15 14:53:17,105630,a,22350,
11/15 14:53:17,105630,a,22350,4.0
11/15 14:53:17,1450,a,29900,
11/15 14:53:17,1450,a,29900,
11/15 14:53:17,1450,a,29900,4.0
11/15 14:53:17,1450,a,29900,
11/15 14:53:17,1450,a,-29750,3.0
11/15 14:53:17,1450,a,29900,3.0
11/15 14:53:17,1450,a,29900,1.0
11/15 14:53:17,1450,a,29900,
11/15 14:53:17,1450,a,29900,3.0
11/15 14:53:17,248070,a,26700,
11/15 14:53:17,248070,a,26700,
11/15 14:53:17,248070,a,26700,9.0
11/15 14:53:17,1450,a,-29750,3.0
11/15 14:53:17,1450,a,29900,3.0
11/15 14:53:18,1450,a,-29750,3.0
11/15 14:53:18,1450,a,29900,3.0
11/15 14:53:18,1450,a,-29750,3.0
11/15 14:53:18,1450,a,29900,3.0
11/15 14:53:18,1450,a,29900,
11/15 14:53:19,1450,a,29900,
11/15 14:53:19,1450,a,29900,0.0
11/15 14:53:19,1450,a,-29750,3.0
11/15 14:53:19,1450,a,29900,3.0
11/15 14:55:45,1450,a,-29750,3.0
11/15 14:55:45,1450,a,29900,3.0
11/15 14:55:45,248070,a,-26500,3.0
11/15 14:55:45,248070,a,26700,3.0
11/15 14:55:45,1450,a,29900,
11/15 14:55:45,1450,a,29900,
11/15 14:55:45,1450,a,29900,0.0
11/15 14:55:45,248070,a,26700,
11/15 14:55:45,248070,a,26700,
11/15 14:55:45,248070,a,26700,9.0
11/15 14:55:45,1450,a,29900,
11/15 14:55:45,248070,a,-26500,3.0
11/15 14:55:45,248070,a,26700,3.0
11/15 14:55:45,1450,a,29900,3.0
11/15 14:55:45,1450,a,-29750,3.0
11/15 14:55:45,1450,a,29900,3.0
11/15 14:55:46,1450,a,-29750,3.0
11/15 14:55:46,1450,a,29900,3.0
11/15 14:55:46,248070,a,26700,
11/15 14:55:46,248070,a,26700,10.0
11/15 14:55:46,1450,a,-29750,3.0
11/15 14:55:46,1450,a,29900,3.0
11/15 14:55:46,1450,a,29900,
11/15 14:55:46,1450,a,-29750,3.0
11/15 14:55:46,1450,a,29900,3.0
11/15 14:55:46,248070,a,-26500,3.0
11/15 14:55:46,248070,a,26700,3.0
11/15 14:55:46,1450,a,29900,
11/15 14:55:46,1450,a,29900,
11/15 14:55:46,1450,a,29900,0.0
11/15 14:55:46,248070,a,26700,
11/15 14:55:46,1450,a,29900,
11/15 14:55:46,1450,a,29900,
11/15 14:55:46,1450,a,29900,
11/15 14:55:46,1450,a,29900,3.0
11/15 14:55:46,1450,a,29900,4.0
11/15 14:55:46,1450,a,29900,6.0
11/15 14:55:47,1450,a,-29750,3.0
11/15 14:55:47,1450,a,29900,3.0
11/15 14:55:47,1450,a,-29750,3.0
11/15 14:55:47,1450,a,29900,3.0
11/15 14:55:47,1450,a,-29750,3.0
11/15 14:55:47,1450,a,29900,3.0
11/15 14:55:47,1450,a,29900,
11/15 14:55:47,1450,a,29900,
11/15 14:55:47,1450,a,29900,3.0
11/15 14:55:48,1450,a,29900,
11/15 14:55:48,1450,a,29900,0.0
11/15 14:55:48,1430,a,-24850,4.0
11/15 14:55:48,1430,a,25000,4.0
11/15 14:55:48,1430,a,-24850,4.0
11/15 14:55:48,1430,a,25000,4.0
11/15 14:55:48,248070,a,26700,
11/15 14:55:48,248070,a,26700,
11/15 14:55:48,248070,a,26700,12.0
11/15 14:55:48,248070,a,26700,15.0
11/15 14:55:49,248070,a,-26500,3.0
11/15 14:55:49,248070,a,26700,3.0
11/15 14:55:49,1450,a,29900,
11/15 14:55:49,1450,a,29900,1.0
11/15 14:55:49,248070,a,26700,
11/15 14:55:49,248070,a,26700,3.0
11/15 14:55:49,1450,a,-29750,3.0
11/15 14:55:49,1450,a,29900,3.0
11/15 14:55:49,1450,a,29900,
11/15 14:55:49,248070,a,26700,
11/15 14:55:49,1450,a,29900,3.0
11/15 14:55:49,1430,a,-24850,4.0
11/15 14:55:49,1430,a,25000,4.0
11/15 14:55:49,1450,a,-29750,3.0
11/15 14:55:49,1450,a,29900,3.0
11/15 14:55:49,1450,a,-29750,3.0
11/15 14:55:49,1450,a,29900,3.0
11/15 14:55:50,1450,a,-29750,3.0
11/15 14:55:50,1450,a,29900,3.0
11/15 14:55:50,1450,a,29900,
11/15 14:55:50,1450,a,29900,
11/15 14:55:50,1450,a,29900,0.0
11/15 14:55:50,1430,a,-24850,4.0
11/15 14:55:50,1430,a,25000,4.0
11/15 14:55:50,1430,a,-24850,4.0
11/15 14:55:50,1430,a,25000,4.0
11/15 14:55:50,1430,a,-24850,4.0
11/15 14:55:50,1430,a,25000,4.0
11/15 14:55:51,1450,a,-29750,3.0
11/15 14:55:51,1450,a,29900,3.0
11/15 14:55:51,248070,a,-26500,3.0
11/15 14:55:51,248070,a,26700,3.0
11/15 14:55:51,1450,a,29900,
11/15 14:55:51,1450,a,29900,3.0
11/15 14:55:51,1450,a,-29750,3.0
11/15 14:55:51,1450,a,29900,3.0
11/15 14:55:51,248070,a,26700,
11/15 14:55:51,248070,a,26700,0.0
11/15 14:55:51,1450,a,-29750,3.0
11/15 14:55:51,1450,a,29900,3.0
11/15 14:55:51,1450,a,29900,
11/15 14:55:51,248070,a,26700,
11/15 14:55:51,248070,a,26700,3.0
11/15 14:55:51,248070,a,-26500,3.0
11/15 14:55:51,248070,a,26700,3.0
11/15 14:55:51,1450,a,29900,
11/15 14:55:51,1450,a,29900,6.0
11/15 14:55:51,1450,a,-29750,3.0
11/15 14:55:51,1450,a,29900,3.0
11/15 14:55:52,248070,a,-26500,3.0
11/15 14:55:52,248070,a,26700,3.0
11/15 14:55:52,248070,a,26700,
11/15 14:55:52,248070,a,26700,
11/15 14:55:52,248070,a,26700,0.0
11/15 14:55:52,1430,a,-24850,4.0
11/15 14:55:52,1430,a,25000,4.0
11/15 14:55:52,1450,a,-29750,3.0
11/15 14:55:52,1450,a,29900,3.0
11/15 15:3:27,248070,a,-26450,3.0
11/15 15:3:28,248070,a,26650,3.0
11/15 15:3:28,1450,a,-29750,3.0
11/15 15:3:28,1450,a,29900,3.0
11/15 15:3:28,248070,a,-26400,
11/15 15:3:28,248070,a,-26400,
11/15 15:3:28,248070,a,-26400,0.0
11/15 15:3:28,1450,a,-29700,
11/15 15:3:28,1450,a,-29700,
11/15 15:3:28,1450,a,-29700,3.0
11/15 15:3:28,1430,a,-24750,4.0
11/15 15:3:28,1430,a,24900,4.0
11/15 15:3:28,1430,a,-24750,4.0
11/15 15:3:28,1430,a,24900,4.0
11/15 15:3:29,1450,a,-29700,
11/15 15:3:29,1450,a,-29700,4.0
11/15 15:3:29,1430,a,24700,
11/15 15:3:29,1430,a,24700,12.0
11/15 15:3:29,1450,a,-29750,3.0
11/15 15:3:29,1450,a,29900,3.0
11/15 15:3:29,1430,a,24700,
11/15 15:3:29,1430,a,24700,0.0
11/15 15:3:29,1450,a,-29700,
11/15 15:3:29,248070,a,-26400,
11/15 15:3:29,248070,a,-26400,3.0
11/15 15:3:29,1430,a,24700,
11/15 15:3:29,1430,a,24700,0.0
11/15 15:3:29,1430,a,-24750,4.0
11/15 15:3:29,1430,a,24900,4.0
11/15 15:3:29,248070,a,-26450,3.0
11/15 15:3:29,248070,a,26650,3.0
11/15 15:3:30,248070,a,-26450,3.0
11/15 15:3:30,248070,a,26650,3.0
11/15 15:3:30,248070,a,-26400,
11/15 15:3:30,248070,a,-26400,0.0
11/15 15:3:30,248070,a,-26400,
11/15 15:3:31,1450,a,-29750,3.0
11/15 15:3:31,1450,a,29900,3.0
11/15 15:3:31,248070,a,-26450,3.0
11/15 15:3:31,248070,a,26650,3.0
11/15 15:3:31,1450,a,-29700,
11/15 15:3:31,1450,a,-29700,
11/15 15:3:31,1450,a,-29700,
11/15 15:3:31,1450,a,-29700,6.0
11/15 15:3:31,1450,a,-29700,9.0
11/15 15:3:31,1450,a,-29750,3.0
11/15 15:3:31,1450,a,29900,3.0
11/15 15:3:31,1450,a,-29700,
11/15 15:3:31,1450,a,-29700,
11/15 15:3:31,1450,a,-29700,12.0
11/15 15:3:31,1450,a,-29700,9.0
11/15 15:3:31,248070,a,-26400,
11/15 15:3:31,1450,a,-29750,3.0
11/15 15:3:31,1450,a,29900,3.0
11/15 15:4:33,1430,a,-24750,4.0
11/15 15:4:33,1430,a,24900,4.0
11/15 15:4:33,1430,a,24700,
11/15 15:4:33,248070,a,-26450,3.0
11/15 15:4:33,248070,a,26650,3.0
11/15 15:4:34,248070,a,-26400,
11/15 15:4:34,248070,a,-26400,
11/15 15:4:34,248070,a,-26400,3.0
11/15 15:4:34,1430,a,24700,
11/15 15:4:34,1430,a,24700,4.0
11/15 15:4:34,1430,a,-24750,4.0
11/15 15:4:34,1430,a,24900,4.0
11/15 15:4:34,1430,a,24700,
11/15 15:4:34,1450,a,-29750,3.0
11/15 15:4:34,1450,a,29900,3.0
11/15 15:4:35,1430,a,24700,
11/15 15:4:35,1430,a,24700,0.0
11/15 15:4:35,1450,a,-29700,
11/15 15:4:35,1450,a,-29700,
11/15 15:4:35,1450,a,-29700,6.0
11/15 15:4:35,1430,a,24700,
11/15 15:4:35,1430,a,24700,4.0
11/15 15:4:35,1450,a,-29750,3.0
11/15 15:4:35,1450,a,29900,3.0
11/15 15:4:35,248070,a,-26400,
11/15 15:4:35,248070,a,-26400,6.0
11/15 15:4:35,1450,a,-29700,
11/15 15:4:35,1450,a,-29700,9.0
11/15 15:4:35,1430,a,-24750,4.0
11/15 15:4:35,1430,a,24900,4.0
11/15 15:4:36,248070,a,-26450,3.0
11/15 15:4:36,248070,a,26650,3.0
11/15 15:4:36,1450,a,-29750,3.0
11/15 15:4:36,1450,a,29900,3.0
11/15 15:4:36,1430,a,24700,
11/15 15:4:36,1430,a,-24750,4.0
11/15 15:4:36,1430,a,24900,4.0
11/15 15:4:36,248070,a,-26400,
11/15 15:4:36,248070,a,-26400,
11/15 15:4:36,248070,a,-26400,3.0
11/15 15:4:37,1450,a,-29700,
11/15 15:4:37,248070,a,-26400,
11/15 15:4:37,248070,a,-26400,6.0
11/15 15:4:37,1450,a,-29750,3.0
11/15 15:4:37,1450,a,29900,3.0
11/15 15:4:37,1450,a,-29750,3.0
11/15 15:4:37,1450,a,29900,3.0
11/15 15:4:37,248070,a,-26450,3.0
11/15 15:4:37,248070,a,26650,3.0
11/15 15:4:37,336370,a,-23300,4.0
11/15 15:4:37,336370,a,23500,4.0
11/15 15:4:37,1430,a,24700,
11/15 15:4:37,1430,a,24700,8.0
11/15 15:4:37,1430,a,-24750,4.0
11/15 15:4:37,1430,a,24900,4.0
11/15 15:4:37,248070,a,-26450,3.0
11/15 15:4:37,248070,a,26650,3.0
11/15 15:4:38,1450,a,-29700,
11/15 15:4:38,1450,a,-29700,
11/15 15:4:38,1450,a,-29700,
11/15 15:4:38,1450,a,-29700,11.0
11/15 15:4:38,1450,a,-29700,
11/15 15:4:38,1450,a,-29700,12.0
11/15 15:4:38,248070,a,-26450,3.0
11/15 15:4:38,248070,a,26650,3.0
11/15 15:4:38,1450,a,-29750,3.0
11/15 15:4:38,1450,a,29900,3.0
11/15 15:4:38,1450,a,-29700,
11/15 15:4:38,1450,a,-29700,13.0
11/15 15:4:38,1450,a,-29700,
11/15 15:4:38,1450,a,-29700,14.0
11/15 15:4:38,1450,a,-29750,3.0
11/15 15:4:38,1450,a,29900,3.0
11/15 15:4:38,1430,a,-24750,4.0
11/15 15:4:39,1430,a,24900,4.0
11/15 15:4:39,1450,a,-29750,3.0
11/15 15:4:39,1450,a,29900,3.0
11/15 15:4:39,1450,a,-29700,
11/15 15:4:39,1450,a,-29700,
11/15 15:4:39,1450,a,-29700,15.0
11/15 15:4:39,1450,a,-29700,18.0
11/15 15:4:39,1430,a,-24750,4.0
11/15 15:4:39,1430,a,24900,4.0
11/15 15:4:39,1450,a,-29750,3.0
11/15 15:4:39,1450,a,29900,3.0
11/15 15:4:39,1430,a,24700,
11/15 15:4:39,1430,a,24700,4.0
11/15 15:4:39,1450,a,-29750,3.0
11/15 15:4:39,1450,a,29900,3.0
11/15 15:4:39,248070,a,-26450,3.0
11/15 15:4:39,248070,a,26650,3.0
11/15 15:4:39,1450,a,-29700,
11/15 15:4:39,1450,a,-29700,15.0
11/15 15:4:40,1450,a,-29750,3.0
11/15 15:4:40,1450,a,29900,3.0
11/15 15:4:40,1430,a,-24750,4.0
11/15 15:4:40,1430,a,24900,4.0
11/15 15:4:40,1450,a,-29750,3.0
11/15 15:4:40,1450,a,29900,3.0
11/15 15:4:40,1450,a,-29750,3.0
11/15 15:4:40,1450,a,29900,3.0
11/15 15:4:40,1450,a,-29700,
11/15 15:4:40,1430,a,24700,
11/15 15:4:40,1450,a,-29700,
11/15 15:4:40,1450,a,-29700,12.0
11/15 15:4:40,1450,a,-29700,
11/15 15:4:40,1450,a,-29700,
11/15 15:4:40,1450,a,-29700,9.0
11/15 15:4:41,1450,a,-29700,
11/15 15:4:41,1450,a,-29700,10.0
11/15 15:4:41,1450,a,-29750,3.0
11/15 15:4:41,1450,a,29900,3.0
11/15 15:5:43,1430,a,-24750,4.0
11/15 15:5:43,1430,a,24900,4.0
11/15 15:5:43,1450,a,-29800,3.0
11/15 15:5:43,1450,a,29950,3.0
11/15 15:5:43,1430,a,24700,
11/15 15:5:43,1430,a,24700,
11/15 15:5:43,1430,a,24700,4.0
11/15 15:5:43,1450,a,29750,
11/15 15:5:43,1450,a,29750,
11/15 15:5:43,1450,a,29750,12.0
11/15 15:5:43,1430,a,-24750,4.0
11/15 15:5:43,1430,a,24900,4.0
11/15 15:5:43,1450,a,-29800,3.0
11/15 15:5:43,1450,a,29950,3.0
11/15 15:5:44,1450,a,29750,
11/15 15:5:44,1450,a,29750,15.0
11/15 15:5:44,248070,a,-26450,3.0
11/15 15:5:44,248070,a,26650,3.0
11/15 15:5:44,1450,a,-29800,3.0
11/15 15:5:44,1450,a,29950,3.0
11/15 15:5:44,248070,a,-26450,3.0
11/15 15:5:44,248070,a,26650,3.0
11/15 15:5:44,248070,a,-26450,3.0
11/15 15:5:44,248070,a,26650,3.0
11/15 15:5:44,248070,a,-26400,
11/15 15:5:44,248070,a,-26400,
11/15 15:5:44,248070,a,-26400,3.0
11/15 15:5:44,1450,a,-29800,3.0
11/15 15:5:44,1450,a,29950,3.0
11/15 15:5:44,248070,a,-26400,
11/15 15:5:45,248070,a,-26400,4.0
11/15 15:5:45,1450,a,-29800,3.0
11/15 15:5:45,1450,a,29950,3.0
11/15 15:5:45,248070,a,-26450,3.0
11/15 15:5:45,248070,a,26650,3.0
11/15 15:5:45,1450,a,-29800,3.0
11/15 15:5:45,1450,a,29950,3.0
11/15 15:5:45,248070,a,-26450,3.0
11/15 15:5:45,248070,a,26650,3.0
11/15 15:5:45,248070,a,-26400,
11/15 15:5:45,248070,a,-26400,
11/15 15:5:45,248070,a,-26400,1.0
11/15 15:5:45,1430,a,-24750,4.0
11/15 15:5:45,1430,a,24900,4.0
11/15 15:5:46,1430,a,24700,
11/15 15:5:46,1430,a,24700,5.0
11/15 15:5:46,1430,a,-24750,4.0
11/15 15:5:46,1430,a,24900,4.0
11/15 15:5:46,1430,a,24700,
11/15 15:5:46,1430,a,24700,0.0
11/15 15:6:32,1430,a,-24750,4.0
11/15 15:6:32,1430,a,24900,4.0
11/15 15:6:32,1430,a,24700,
11/15 15:6:32,248070,a,-26450,3.0
11/15 15:6:32,248070,a,26600,3.0
11/15 15:6:32,336370,a,-23300,4.0
11/15 15:6:32,336370,a,23500,4.0
11/15 15:6:32,248070,a,-26400,
11/15 15:6:32,248070,a,-26400,
11/15 15:6:32,248070,a,-26400,3.0
11/15 15:6:32,1450,a,-29800,3.0
11/15 15:6:33,1450,a,30000,3.0
11/15 15:6:33,1450,a,-29800,3.0
11/15 15:6:33,1450,a,30000,3.0
11/15 15:6:33,1450,a,-29650,
11/15 15:6:33,336370,a,-23300,4.0
11/15 15:6:33,336370,a,23500,4.0
11/15 15:6:33,336370,a,23250,
11/15 15:6:33,20150,a,-41600,2.0
11/15 15:6:33,20150,a,41850,2.0
11/15 15:6:33,248070,a,-26400,
11/15 15:6:33,248070,a,-26400,4.0
11/15 15:6:33,248070,a,-26450,3.0
11/15 15:6:33,248070,a,26600,3.0
11/15 15:6:34,1430,a,-24750,4.0
11/15 15:6:34,1430,a,24900,4.0
11/15 15:6:34,1430,a,24700,
11/15 15:6:34,20150,a,-41600,2.0
11/15 15:6:34,20150,a,41850,2.0
11/15 15:6:35,248070,a,-26400,
11/15 15:6:35,248070,a,-26400,6.0
11/15 15:6:35,20150,a,-41550,
11/15 15:6:35,20150,a,-41550,
11/15 15:6:35,20150,a,-41550,4.0
11/15 15:6:35,248070,a,-26450,3.0
11/15 15:6:35,248070,a,26600,3.0
11/15 15:6:35,248070,a,-26450,3.0
11/15 15:6:35,248070,a,26600,3.0
11/15 15:6:35,248070,a,-26400,
11/15 15:6:35,20150,a,-41600,2.0
11/15 15:6:35,20150,a,41850,2.0
11/15 15:6:35,1450,a,-29650,
11/15 15:6:35,1450,a,-29650,18.0
11/15 15:6:35,20150,a,-41550,
11/15 15:6:35,1430,a,24700,
11/15 15:6:36,1450,a,-29800,3.0
11/15 15:6:36,1450,a,30000,3.0
11/15 15:6:36,1430,a,24700,7.0
11/15 15:6:36,1430,a,24700,
11/15 15:6:36,1430,a,24700,8.0
11/15 15:6:36,1430,a,-24750,4.0
11/15 15:6:36,1430,a,24900,4.0
11/15 15:6:36,1450,a,-29800,3.0
11/15 15:6:36,1450,a,29950,3.0
11/15 15:6:36,1430,a,24700,
11/15 15:6:36,1430,a,24700,11.0
11/15 15:6:36,1430,a,-24750,4.0
11/15 15:6:36,1430,a,24900,4.0
11/15 15:6:36,1450,a,-29800,3.0
11/15 15:6:36,1450,a,29950,3.0
11/15 15:6:36,1430,a,24700,
11/15 15:6:36,1450,a,29750,
11/15 15:6:36,1450,a,29750,15.0
11/15 15:6:36,1450,a,-29800,3.0
11/15 15:6:37,1450,a,29950,3.0
11/15 15:6:37,1450,a,29750,
11/15 15:6:37,1450,a,29750,0.0
11/15 15:6:37,1450,a,-29800,3.0
11/15 15:6:37,1450,a,29950,3.0
11/15 15:6:37,1450,a,29750,
11/15 15:6:37,1450,a,-29800,3.0
11/15 15:6:37,1450,a,29950,3.0
11/15 15:6:37,1450,a,-29800,3.0
11/15 15:6:37,1450,a,29950,3.0
11/15 15:6:37,1450,a,29750,
11/15 15:6:37,248070,a,-26450,3.0
11/15 15:6:37,248070,a,26600,3.0
11/15 15:6:37,248070,a,-26400,
11/15 15:8:54,1450,a,-29750,3.0
11/15 15:8:55,1450,a,29900,3.0
11/15 15:8:55,1450,a,-29650,
11/15 15:8:55,1450,a,-29650,
11/15 15:8:55,1450,a,-29650,3.0
11/15 15:8:55,1450,a,-29650,
11/15 15:8:55,1450,a,-29650,6.0
11/15 15:8:55,5850,a,-31900,3.0
11/15 15:8:55,5850,a,32100,3.0
11/15 15:8:55,1450,a,-29750,3.0
11/15 15:8:55,1450,a,29900,3.0
11/15 15:8:55,248070,a,-26500,3.0
11/15 15:8:55,248070,a,26650,3.0
11/15 15:8:55,1450,a,-29750,3.0
11/15 15:8:56,1450,a,29900,3.0
11/15 15:8:56,1450,a,-29650,
11/15 15:8:56,1450,a,-29650,3.0
11/15 15:8:56,1450,a,-29750,3.0
11/15 15:8:56,1450,a,29900,3.0
11/15 15:8:56,1450,a,-29650,
11/15 15:8:56,1450,a,-29650,
11/15 15:8:56,1450,a,-29650,0.0
11/15 15:8:56,336370,a,-23350,4.0
11/15 15:8:56,336370,a,23500,4.0
11/15 15:8:56,1450,a,-29650,
11/15 15:8:57,1450,a,-29650,
11/15 15:8:57,1450,a,-29650,2.0
11/15 15:8:57,1450,a,-29650,3.0
11/15 15:8:57,1450,a,-29750,3.0
11/15 15:8:57,1450,a,29900,3.0
11/15 15:8:57,1450,a,-29650,
11/15 15:8:57,1450,a,-29650,
11/15 15:8:57,1450,a,-29650,0.0
11/15 15:8:57,248070,a,-26500,3.0
11/15 15:8:57,248070,a,26650,3.0
11/15 15:8:57,248070,a,-26500,3.0
11/15 15:8:58,248070,a,26650,3.0
11/15 15:8:58,248070,a,-26450,
11/15 15:8:58,248070,a,-26450,9.0
11/15 15:8:59,105630,a,22300,
11/15 15:8:59,105630,a,22300,4.0
11/15 15:8:59,105630,a,22300,
11/15 15:8:59,105630,a,22300,0.0
11/15 15:8:59,1450,a,-29750,3.0
11/15 15:8:59,1450,a,29900,3.0
11/15 15:8:59,1450,a,-29650,
11/15 15:9:0,1450,a,-29650,
11/15 15:9:0,1450,a,-29650,
11/15 15:9:0,1450,a,-29650,3.0
11/15 15:9:0,1450,a,-29650,6.0
11/15 15:9:0,1450,a,-29750,3.0
11/15 15:9:0,1450,a,29900,3.0
11/15 15:9:1,1450,a,-29750,3.0
11/15 15:9:1,1450,a,29900,3.0
11/15 15:9:1,248070,a,-26500,3.0
11/15 15:9:1,248070,a,26650,3.0
11/15 15:9:1,1450,a,-29700,
11/15 15:9:1,1450,a,-29700,
11/15 15:9:1,1450,a,-29700,3.0
11/15 15:9:1,1450,a,-29750,3.0
11/15 15:9:1,1450,a,29900,3.0
11/15 15:9:1,248070,a,-26450,
11/15 15:9:1,105630,a,22300,
11/15 15:9:1,248070,a,-26450,
11/15 15:9:1,105630,a,22300,
11/15 15:9:1,105630,a,22300,0.0
11/15 15:9:1,248070,a,-26450,6.0
11/15 15:9:1,105630,a,22300,0.0
11/15 15:9:1,105630,a,22300,
11/15 15:9:1,105630,a,22300,
11/15 15:9:1,105630,a,22300,
11/15 15:9:2,105630,a,22300,
11/15 15:9:2,105630,a,22300,0.0
11/15 15:9:2,105630,a,22300,0.0
11/15 15:9:2,105630,a,22300,0.0
11/15 15:9:2,105630,a,22300,0.0
11/15 15:9:2,105630,a,22300,
11/15 15:9:2,105630,a,22300,0.0
11/15 15:9:2,105630,a,22300,
11/15 15:9:2,105630,a,22300,0.0
11/15 15:9:2,248070,a,-26500,3.0
11/15 15:9:2,248070,a,26650,3.0
11/15 15:9:2,248070,a,-26500,3.0
11/15 15:9:2,248070,a,26650,3.0
11/15 15:9:2,248070,a,-26450,
11/15 15:9:2,248070,a,-26450,9.0
11/15 15:9:2,248070,a,-26500,3.0
11/15 15:9:2,248070,a,26650,3.0
11/15 15:9:2,248070,a,-26450,
11/15 15:9:2,248070,a,-26450,
11/15 15:9:2,248070,a,-26450,6.0
11/15 15:9:3,248070,a,-26500,3.0
11/15 15:9:3,248070,a,26650,3.0
11/15 15:9:3,1450,a,-29750,3.0
11/15 15:9:3,1450,a,29900,3.0
11/15 15:9:3,248070,a,-26500,3.0
11/15 15:9:3,248070,a,26650,3.0
11/15 15:9:3,1450,a,-29700,
11/15 15:9:3,1450,a,-29700,4.0
11/15 15:9:3,1450,a,-29700,
11/15 15:9:3,1450,a,-29700,1.0
11/15 15:17:49,1430,a,24600,
11/15 15:17:49,1430,a,24600,0.0
11/15 15:17:49,1450,a,-29650,
11/15 15:17:49,1530,a,-30700,
11/15 15:17:49,1450,a,-29650,0.0
11/15 15:17:49,1530,a,-30700,0.0
11/15 15:17:49,20150,a,41700,
11/15 15:17:49,20150,a,41700,0.0
